published_at,final_text,final_text (tokenize),label
2025-05-14 23:06:30,ok bidang organisasi brik,"['ok', 'bidang', 'organisasi', 'brik']",1
2025-05-14 23:06:07,pedas cuap cuap maju aktif organisasi osis paskibra pramuka pmr gaya,"['pedas', 'cuap', 'cuap', 'maju', 'aktif', 'organisasi', 'osis', 'paskibra', 'pramuka', 'pmr', 'gaya']",1
2025-05-14 22:53:31,moral pancasila ips moral pancasila ips hpus mta peljran penghpus antek pki,"['moral', 'pancasila', 'ips', 'moral', 'pancasila', 'ips', 'hpus', 'mta', 'peljran', 'penghpus', 'antek', 'pki']",2
2025-05-14 22:45:55,agresivitas pramuka,"['agresivitas', 'pramuka']",2
2025-05-14 14:12:16,pakar kak seto kecuali paksa,"['pakar', 'kak', 'seto', 'kecuali', 'paksa']",1
2025-05-14 11:01:12,bbc kritik kritis ohya lupa bbc bbc inggris kolonial jajah maju,"['bbc', 'kritik', 'kritis', 'ohya', 'lupa', 'bbc', 'bbc', 'inggris', 'kolonial', 'jajah', 'maju']",2
2025-05-14 10:21:36,dasar gelintir memprakterkan butuh janji becus dasar gagal campur tangan dewasa gagal,"['dasar', 'gelintir', 'memprakterkan', 'butuh', 'janji', 'becus', 'dasar', 'gagal', 'campur', 'tangan', 'dewasa', 'gagal']",1
2025-05-14 10:19:08,psikologi pres gni lgsung,"['psikologi', 'pres', 'gni', 'lgsung']",2
2025-05-14 05:32:34,b hukum newton,"['b', 'hukum', 'newton']",2
2025-05-14 05:14:02,kritik muka panggung hebat peduli dasar sia kakak perempuan,"['kritik', 'muka', 'panggung', 'hebat', 'peduli', 'dasar', 'sia', 'kakak', 'perempuan']",1
2025-05-14 03:46:42,dm tindak wacana butuh kerjasama dm hadeuh,"['dm', 'tindak', 'wacana', 'butuh', 'kerjasama', 'dm', 'hadeuh']",1
2025-05-14 03:40:54,z digedein z komnashamdpr tindak mreka z adakan hancur,"['z', 'digedein', 'z', 'komnashamdpr', 'tindak', 'mreka', 'z', 'adakan', 'hancur']",2
2025-05-14 03:00:24,jelma nahdatul ulama kosong suara kakak perempuan nyaring te geleh,"['jelma', 'nahdatul', 'ulama', 'kosong', 'suara', 'kakak', 'perempuan', 'nyaring', 'te', 'geleh']",2
2025-05-14 02:57:32,alumni alumni tahan polisiiya,"['alumni', 'alumni', 'tahan', 'polisiiya']",1
2025-05-14 02:43:24,gizi gratis implementasi keggiatan inijaminan gizi taggung aspek hidup olah,"['gizi', 'gratis', 'implementasi', 'keggiatan', 'inijaminan', 'gizi', 'taggung', 'aspek', 'hidup', 'olah']",1
2025-05-14 02:38:45,bosen dengar gangguquot protesquot campur tiru yes dengar terapi bangga sabang marauke mikir bagus tiru cinta,"['bosen', 'dengar', 'gangguquot', 'protesquot', 'campur', 'tiru', 'yes', 'dengar', 'terapi', 'bangga', 'sabang', 'marauke', 'mikir', 'bagus', 'tiru', 'cinta']",1
2025-05-14 02:04:09,meme jokowi prabowo minggu jamin perilaku adab,"['meme', 'jokowi', 'prabowo', 'minggu', 'jamin', 'perilaku', 'adab']",1
2025-05-13 16:00:31,rubah habit minimal putus,"['rubah', 'habit', 'minimal', 'putus']",1
2025-05-13 15:42:17,medukung langkah tangan quotanak nakalquot dijabarada kontenini canda belaka sesuai profesional lainlain suara bagus bacotnyakenyataannya kak seto apresiasi tindak bentuk akhlak jalurnyatawuranmabokan lainlain peduli langkah berfikir buruk hambat laku tokoh busuk,"['medukung', 'langkah', 'tangan', 'quotanak', 'nakalquot', 'dijabarada', 'kontenini', 'canda', 'belaka', 'sesuai', 'profesional', 'lainlain', 'suara', 'bagus', 'bacotnyakenyataannya', 'kak', 'seto', 'apresiasi', 'tindak', 'bentuk', 'akhlak', 'jalurnyatawuranmabokan', 'lainlain', 'peduli', 'langkah', 'berfikir', 'buruk', 'hambat', 'laku', 'tokoh', 'busuk']",1
2025-05-13 13:04:51,inap giat pramuka kelas sistem manfaat jadwal bangun tidur tidur rapi kamar perhati baju lemari rapi pribadi sifat tanam,"['inap', 'giat', 'pramuka', 'kelas', 'sistem', 'manfaat', 'jadwal', 'bangun', 'tidur', 'tidur', 'rapi', 'kamar', 'perhati', 'baju', 'lemari', 'rapi', 'pribadi', 'sifat', 'tanam']",1
2025-05-13 12:59:17,empati bentuk usia usia empati usia tuntut hitunganmatematika baca paham sesuai usia perilaku usia lingkung kuat mari benah hakim salah,"['empati', 'bentuk', 'usia', 'usia', 'empati', 'usia', 'tuntut', 'hitunganmatematika', 'baca', 'paham', 'sesuai', 'usia', 'perilaku', 'usia', 'lingkung', 'kuat', 'mari', 'benah', 'hakim', 'salah']",1
2025-05-13 12:47:12,totok amin kecuali biaya,"['totok', 'amin', 'kecuali', 'biaya']",1
2025-05-13 12:41:45,mantap,['mantap'],2
2025-05-13 12:18:38,kcl becus,"['kcl', 'becus']",3
2025-05-13 11:56:41,bijak titip lingkung,"['bijak', 'titip', 'lingkung']",1
2025-05-13 10:22:11,totok aimin pakar nyinyir sepet iri bossssss,"['totok', 'aimin', 'pakar', 'nyinyir', 'sepet', 'iri', 'bossssss']",2
2025-05-13 10:04:48,nyinyir gampang,"['nyinyir', 'gampang']",2
2025-05-13 06:45:44,mantap baja pateiotik jiwa sosial terap problematik bocah barbar drastis aksi selamat efektif aparat keren,"['mantap', 'baja', 'pateiotik', 'jiwa', 'sosial', 'terap', 'problematik', 'bocah', 'barbar', 'drastis', 'aksi', 'selamat', 'efektif', 'aparat', 'keren']",1
2025-05-13 06:14:38,kritik serang netizen akal kritik fungsi,"['kritik', 'serang', 'netizen', 'akal', 'kritik', 'fungsi']",2
2025-05-13 04:58:13,zaman serah citra sosial lapor lapor bentuk kertas setebal bantal,"['zaman', 'serah', 'citra', 'sosial', 'lapor', 'lapor', 'bentuk', 'kertas', 'setebal', 'bantal']",2
2025-05-13 04:42:21,minum jamin dripda menang ortunya suka,"['minum', 'jamin', 'dripda', 'menang', 'ortunya', 'suka']",1
2025-05-13 04:19:23,singkat antipati nota bene sunda tampar,"['singkat', 'antipati', 'nota', 'bene', 'sunda', 'tampar']",2
2025-05-13 03:13:53,pengkritikselama kedok abdi,"['pengkritikselama', 'kedok', 'abdi']",1
2025-05-13 03:01:03,suka padu akhlak khusus materi pelajarannyakarna akhlak hilangdan ustadz kiai mumpuni merobah akhlak,"['suka', 'padu', 'akhlak', 'khusus', 'materi', 'pelajarannyakarna', 'akhlak', 'hilangdan', 'ustadz', 'kiai', 'mumpuni', 'merobah', 'akhlak']",1
2025-05-13 02:31:33,dekan,['dekan'],1
2025-05-12 23:16:34,ajak kompetisi kritik nyinyir bagamana,"['ajak', 'kompetisi', 'kritik', 'nyinyir', 'bagamana']",2
2025-05-12 18:53:45,mengkrtik lapanganjustru bagus,"['mengkrtik', 'lapanganjustru', 'bagus']",1
2025-05-12 14:56:49,suka,['suka'],2
2025-05-12 12:01:34,verrel barmastabawa erti sanajadi koara teriak,"['verrel', 'barmastabawa', 'erti', 'sanajadi', 'koara', 'teriak']",1
2025-05-12 09:21:36,optimis,['optimis'],1
2025-05-12 07:14:38,sebel dilibatin proyek cuan kaan,"['sebel', 'dilibatin', 'proyek', 'cuan', 'kaan']",2
2025-05-12 05:22:35,nyinyir syirik baikemang ente rugi pinterquot manfaat,"['nyinyir', 'syirik', 'baikemang', 'ente', 'rugi', 'pinterquot', 'manfaat']",1
2025-05-12 03:04:32,mantap keren,"['mantap', 'keren']",1
2025-05-11 22:55:41,,[],1
2025-05-11 18:21:59,komando,['komando'],2
2025-05-11 13:19:27,nyinyir tanda laku pribadi,"['nyinyir', 'tanda', 'laku', 'pribadi']",1
2025-05-11 12:44:41,kritikus kritik dimasukin penjara,"['kritikus', 'kritik', 'dimasukin', 'penjara']",2
2025-05-11 12:41:15,kritik nurut fasilitas ekonomi tutup mata,"['kritik', 'nurut', 'fasilitas', 'ekonomi', 'tutup', 'mata']",2
2025-05-11 11:27:32,sukses adek bangga alam sanggaaatt harga,"['sukses', 'adek', 'bangga', 'alam', 'sanggaaatt', 'harga']",1
2025-05-11 11:09:42,kritik manfaat juang,"['kritik', 'manfaat', 'juang']",2
2025-05-11 10:42:03,macul sawah bahas maculnya megang pacul teknik macul macul tangan bahas matang konsep dibjalan bacok kapar begal lainlain silah bahas matang tindak soeharto prabowo,"['macul', 'sawah', 'bahas', 'maculnya', 'megang', 'pacul', 'teknik', 'macul', 'macul', 'tangan', 'bahas', 'matang', 'konsep', 'dibjalan', 'bacok', 'kapar', 'begal', 'lainlain', 'silah', 'bahas', 'matang', 'tindak', 'soeharto', 'prabowo']",2
2025-05-11 10:40:00,akademi agresivitas prajurit akademi keras senjata prajurit humanis milik instrumen kendali emosi instrumen psikis jiwa prajurit stabil kendali emosi kendali sikap impulsif prajurit milik matang analisa strategi mudah provokasi pancing musuh bentuk stabil emosi individu prajurit marah susah atur prajurit empati solidaritas prajurit hadap sulit tumbuh peduli peduli menganalisa impulsif putus hadap sulit perhati sikap solidaritas empati perhati sikap tenang bijaksana sikap tenang prajurit hadap tantang rumit najam analisa kumpul informasi lengkap kendali amarah medan perang prajurit bakar amarah patuh komando komando kendali kendali tahan bela arah intimidasi bangun empati solidaritas peduli lemah,"['akademi', 'agresivitas', 'prajurit', 'akademi', 'keras', 'senjata', 'prajurit', 'humanis', 'milik', 'instrumen', 'kendali', 'emosi', 'instrumen', 'psikis', 'jiwa', 'prajurit', 'stabil', 'kendali', 'emosi', 'kendali', 'sikap', 'impulsif', 'prajurit', 'milik', 'matang', 'analisa', 'strategi', 'mudah', 'provokasi', 'pancing', 'musuh', 'bentuk', 'stabil', 'emosi', 'individu', 'prajurit', 'marah', 'susah', 'atur', 'prajurit', 'empati', 'solidaritas', 'prajurit', 'hadap', 'sulit', 'tumbuh', 'peduli', 'peduli', 'menganalisa', 'impulsif', 'putus', 'hadap', 'sulit', 'perhati', 'sikap', 'solidaritas', 'empati', 'perhati', 'sikap', 'tenang', 'bijaksana', 'sikap', 'tenang', 'prajurit', 'hadap', 'tantang', 'rumit', 'najam', 'analisa', 'kumpul', 'informasi', 'lengkap', 'kendali', 'amarah', 'medan', 'perang', 'prajurit', 'bakar', 'amarah', 'patuh', 'komando', 'komando', 'kendali', 'kendali', 'tahan', 'bela', 'arah', 'intimidasi', 'bangun', 'empati', 'solidaritas', 'peduli', 'lemah']",1
2025-05-11 09:59:59,alam,['alam'],1
2025-05-11 08:17:20,dokter psikologi bct bagus,"['dokter', 'psikologi', 'bct', 'bagus']",2
2025-05-11 07:25:02,hebat perhati,"['hebat', 'perhati']",1
2025-05-11 05:17:02,pondok pesantrensalah bagus laku,"['pondok', 'pesantrensalah', 'bagus', 'laku']",1
2025-05-11 05:09:08,akal keren banding gizi gratis lemas bidang,"['akal', 'keren', 'banding', 'gizi', 'gratis', 'lemas', 'bidang']",1
2025-05-11 04:29:22,susah atur geng motor politis bunuh narkotika gelandang pung lainlain kesatria,"['susah', 'atur', 'geng', 'motor', 'politis', 'bunuh', 'narkotika', 'gelandang', 'pung', 'lainlain', 'kesatria']",2
2025-05-11 03:51:36,pengamatbicaranya sperti kaji nyusun kurikulum status strategi tanggap darurat teriak kritik capai,"['pengamatbicaranya', 'sperti', 'kaji', 'nyusun', 'kurikulum', 'status', 'strategi', 'tanggap', 'darurat', 'teriak', 'kritik', 'capai']",2
2025-05-11 03:34:59,bagus youtuber berita palsu,"['bagus', 'youtuber', 'berita', 'palsu']",1
2025-05-11 03:26:25,bbc liberal kawan vice cnn tempo kritik perintah korupsi langgar oknum aparat bijak bagus kritik anggap langgar lembek arah pgn membotifikasi,"['bbc', 'liberal', 'kawan', 'vice', 'cnn', 'tempo', 'kritik', 'perintah', 'korupsi', 'langgar', 'oknum', 'aparat', 'bijak', 'bagus', 'kritik', 'anggap', 'langgar', 'lembek', 'arah', 'pgn', 'membotifikasi']",2
2025-05-11 02:46:20,cikak organisasi bentuk,"['cikak', 'organisasi', 'bentuk']",2
2025-05-11 02:34:36,salah bagus latih keliar kumpulkumpul papar gaul negatif sosial terap,"['salah', 'bagus', 'latih', 'keliar', 'kumpulkumpul', 'papar', 'gaul', 'negatif', 'sosial', 'terap']",1
2025-05-27 23:57:16,rapat rapat duit kantong rapat,"['rapat', 'rapat', 'duit', 'kantong', 'rapat']",1
2025-05-27 23:31:49,kecuali,['kecuali'],3
2025-05-27 23:26:21,hidayah,['hidayah'],1
2025-05-27 11:29:59,protes quotanakanak perlindunganquot b e r menggongong,"['protes', 'quotanakanak', 'perlindunganquot', 'b', 'e', 'r', 'menggongong']",2
2025-05-22 23:02:41,slavery wow,"['slavery', 'wow']",2
2025-05-22 22:57:57,,[],1
2025-05-15 00:39:16,paham potensi hambat rakus ambisi ngomongngomong pilpres lawan gibran siapaaaa,"['paham', 'potensi', 'hambat', 'rakus', 'ambisi', 'ngomongngomong', 'pilpres', 'lawan', 'gibran', 'siapaaaa']",1
2025-05-14 06:53:37,guru guru,"['guru', 'guru']",1
2025-05-14 03:05:04,fasilitas tampung tanti rehap penjara pesantren nasionalis fasilitas instan kecuali luas bos dana ngucur korupsi realistis fasilitas manfaat fakta paskibra pramuka cinta alam lolostingkat susup faham nasionalisme cinta,"['fasilitas', 'tampung', 'tanti', 'rehap', 'penjara', 'pesantren', 'nasionalis', 'fasilitas', 'instan', 'kecuali', 'luas', 'bos', 'dana', 'ngucur', 'korupsi', 'realistis', 'fasilitas', 'manfaat', 'fakta', 'paskibra', 'pramuka', 'cinta', 'alam', 'lolostingkat', 'susup', 'faham', 'nasionalisme', 'cinta']",1
2025-05-13 01:24:51,inti dimasukin repot anggap dengar nasihat,"['inti', 'dimasukin', 'repot', 'anggap', 'dengar', 'nasihat']",1
2025-05-11 05:16:26,protes hilang proyek bodoh hilang jati bangga,"['protes', 'hilang', 'proyek', 'bodoh', 'hilang', 'jati', 'bangga']",1
2025-05-11 02:15:45,china maju singapura korsel maju suka narkotika judi online leceh seksual prihatin lainlain merajarela organisasi anggur tingkat peras tolak hancur alas,"['china', 'maju', 'singapura', 'korsel', 'maju', 'suka', 'narkotika', 'judi', 'online', 'leceh', 'seksual', 'prihatin', 'lainlain', 'merajarela', 'organisasi', 'anggur', 'tingkat', 'peras', 'tolak', 'hancur', 'alas']",1
2025-05-10 02:24:59,teriak,['teriak'],3
2025-05-08 07:34:19,tugas gebrak,"['tugas', 'gebrak']",1
2025-05-08 07:04:08,ittu jejak rekam ideal,"['ittu', 'jejak', 'rekam', 'ideal']",1
2025-05-08 06:15:22,singapura perintah singapura,"['singapura', 'perintah', 'singapura']",2
2025-05-08 04:44:10,teriak dana merka fee terap,"['teriak', 'dana', 'merka', 'fee', 'terap']",1
2025-05-07 23:28:11,anggap pesantren brow tanam wawas ente doank ente laku pesantren protes ente kadang maju,"['anggap', 'pesantren', 'brow', 'tanam', 'wawas', 'ente', 'doank', 'ente', 'laku', 'pesantren', 'protes', 'ente', 'kadang', 'maju']",1
2025-05-07 21:18:29,bakar jenggot takut salah pasang badan kosong kritik salah kemarin data gagal paham anakgini kontrol lainlain,"['bakar', 'jenggot', 'takut', 'salah', 'pasang', 'badan', 'kosong', 'kritik', 'salah', 'kemarin', 'data', 'gagal', 'paham', 'anakgini', 'kontrol', 'lainlain']",1
2025-05-07 11:28:48,maju korea selatan artis kpop menang,"['maju', 'korea', 'selatan', 'artis', 'kpop', 'menang']",3
2025-05-07 04:20:05,anut sistem demokrasi arah bijak,"['anut', 'sistem', 'demokrasi', 'arah', 'bijak']",1
2025-05-07 03:48:50,inti mabuk kelompok fakta debat bijak,"['inti', 'mabuk', 'kelompok', 'fakta', 'debat', 'bijak']",1
2025-05-07 03:27:57,tutup minum keras sex bebas narkoba ngotak hancur,"['tutup', 'minum', 'keras', 'sex', 'bebas', 'narkoba', 'ngotak', 'hancur']",1
2025-05-07 02:10:40,butuh,['butuh'],1
2025-05-06 23:25:11,tindak lemah statement,"['tindak', 'lemah', 'statement']",3
2025-05-06 18:00:15,laku tangkap polisi elus elus tendang,"['laku', 'tangkap', 'polisi', 'elus', 'elus', 'tendang']",3
2025-05-06 16:20:58,kosong bunyi nyaring,"['kosong', 'bunyi', 'nyaring']",3
2025-05-06 15:15:31,ngabaracot hungkul lieus,"['ngabaracot', 'hungkul', 'lieus']",3
2025-05-06 14:50:20,putra putri perilaku rugi menang gaa menang bagamana tuu gaa tlng sumbang pikiranya hidup hebat menang joss dengerinya lierrr pusing,"['putra', 'putri', 'perilaku', 'rugi', 'menang', 'gaa', 'menang', 'bagamana', 'tuu', 'gaa', 'tlng', 'sumbang', 'pikiranya', 'hidup', 'hebat', 'menang', 'joss', 'dengerinya', 'lierrr', 'pusing']",1
2025-05-06 14:26:29,narkotika gembleng kuat ntuk latih kritik bagus kmren kemarin bos siksa teriak teriak bos,"['narkotika', 'gembleng', 'kuat', 'ntuk', 'latih', 'kritik', 'bagus', 'kmren', 'kemarin', 'bos', 'siksa', 'teriak', 'teriak', 'bos']",3
2025-05-06 14:07:27,hilang keburu,"['hilang', 'keburu']",1
2025-05-06 13:59:59,hilang hilang nyawa,"['hilang', 'hilang', 'nyawa']",2
2025-05-06 13:52:10,pakpak membingungkn kometarmu senang,"['pakpak', 'membingungkn', 'kometarmu', 'senang']",2
2025-05-06 12:52:14,salah,['salah'],3
2025-05-06 12:52:03,gebrak revolusi narkotika kelompok bodoh kelah narkotika rajalela kompas narasumber sudut ngomongngomong anggap,"['gebrak', 'revolusi', 'narkotika', 'kelompok', 'bodoh', 'kelah', 'narkotika', 'rajalela', 'kompas', 'narasumber', 'sudut', 'ngomongngomong', 'anggap']",1
2025-05-06 12:51:47,ajaa luhhh haaaiii padaa daaa tuaaa padaa tuaa ituu diaa salah apalgi benerrr,"['ajaa', 'luhhh', 'haaaiii', 'padaa', 'daaa', 'tuaaa', 'padaa', 'tuaa', 'ituu', 'diaa', 'salah', 'apalgi', 'benerrr']",1
2025-05-06 12:50:32,hai seminar,"['hai', 'seminar']",3
2025-05-06 12:37:07,panas kiamat komnas ham ngedabrus habis rencana harap emas cemas,"['panas', 'kiamat', 'komnas', 'ham', 'ngedabrus', 'habis', 'rencana', 'harap', 'emas', 'cemas']",1
2025-05-06 12:26:06,pengamatdprkpaikomnas ngebacot bubar buang,"['pengamatdprkpaikomnas', 'ngebacot', 'bubar', 'buang']",1
2025-05-06 12:24:53,garis giring opini,"['garis', 'giring', 'opini']",1
2025-05-06 11:49:08,kontra ngikuti,"['kontra', 'ngikuti']",1
2025-05-06 11:31:55,narasumber turum lapang cerdas dasar data lapang kualitas,"['narasumber', 'turum', 'lapang', 'cerdas', 'dasar', 'data', 'lapang', 'kualitas']",1
2025-05-06 11:00:48,sifat dewasa terap,"['sifat', 'dewasa', 'terap']",1
2025-05-06 10:55:16,alaaaah,['alaaaah'],3
2025-05-06 10:47:18,tindak paham,"['tindak', 'paham']",1
2025-05-06 10:41:00,guru nyaman mudah pidana undangundang,"['guru', 'nyaman', 'mudah', 'pidana', 'undangundang']",1
2025-05-06 10:37:06,noh tertawa bubar,"['noh', 'tertawa', 'bubar']",1
2025-05-06 10:35:28,tolak ujung libat giat,"['tolak', 'ujung', 'libat', 'giat']",1
2025-05-06 10:31:55,giat tolak realita,"['giat', 'tolak', 'realita']",1
2025-05-06 10:07:55,undang,['undang'],3
2025-05-06 10:06:42,weh aya,"['weh', 'aya']",2
2025-05-06 10:06:05,pinter cerdas cerdas banding,"['pinter', 'cerdas', 'cerdas', 'banding']",2
2025-05-06 10:01:26,tri larang langgar titip ajak diskusi titip barakdan,"['tri', 'larang', 'langgar', 'titip', 'ajak', 'diskusi', 'titip', 'barakdan']",1
2025-05-06 10:01:01,bosan praktek kosong,"['bosan', 'praktek', 'kosong']",3
2025-05-06 10:00:43,maju pengaruh cuakcuak parah,"['maju', 'pengaruh', 'cuakcuak', 'parah']",1
2025-05-06 10:00:08,ribetsy lansung hukum,"['ribetsy', 'lansung', 'hukum']",1
2025-05-06 09:57:27,mobil eksploitasi dimanamana hanyak mobil kasih instansi,"['mobil', 'eksploitasi', 'dimanamana', 'hanyak', 'mobil', 'kasih', 'instansi']",3
2025-05-06 09:56:55,suara,['suara'],1
2025-05-06 09:55:46,gunjing rakyatttt,"['gunjing', 'rakyatttt']",2
2025-05-06 09:54:26,persen target,"['persen', 'target']",2
2025-05-06 09:52:58,kontra bodohin bagus anehhh,"['kontra', 'bodohin', 'bagus', 'anehhh']",1
2025-05-06 09:45:00,yamg laku,"['yamg', 'laku']",1
2025-05-06 09:34:36,gaji,['gaji'],2
2025-05-06 09:34:15,undang kak seto debat oknum paham teriak ribut tri,"['undang', 'kak', 'seto', 'debat', 'oknum', 'paham', 'teriak', 'ribut', 'tri']",1
2025-05-06 09:03:24,bayak,['bayak'],2
2025-05-06 08:59:50,leboh berita putus hubung besarbesaran berantas larang tangkap badan usaha milik leboh bahas nasib temanteman kena putus hubung seolaholah putus hubung kualitas tiktok mutu daripaada tonton berita mutu bacasaja komen netizen algoritma tingkat kompas zaman koran baca rendah kualitas wartawannya rendah,"['leboh', 'berita', 'putus', 'hubung', 'besarbesaran', 'berantas', 'larang', 'tangkap', 'badan', 'usaha', 'milik', 'leboh', 'bahas', 'nasib', 'temanteman', 'kena', 'putus', 'hubung', 'seolaholah', 'putus', 'hubung', 'kualitas', 'tiktok', 'mutu', 'daripaada', 'tonton', 'berita', 'mutu', 'bacasaja', 'komen', 'netizen', 'algoritma', 'tingkat', 'kompas', 'zaman', 'koran', 'baca', 'rendah', 'kualitas', 'wartawannya', 'rendah']",2
2025-05-06 08:49:02,paper paper link data papernya situ umur sample tarik resividisme sample paper laku kriminal tindak pidana ulang,"['paper', 'paper', 'link', 'data', 'papernya', 'situ', 'umur', 'sample', 'tarik', 'resividisme', 'sample', 'paper', 'laku', 'kriminal', 'tindak', 'pidana', 'ulang']",2
2025-05-06 08:29:34,bosan dengar psikolog psikolog nyenyer main rokok lainlain psikolok tiru,"['bosan', 'dengar', 'psikolog', 'psikolog', 'nyenyer', 'main', 'rokok', 'lainlain', 'psikolok', 'tiru']",1
2025-05-06 08:25:49,model tulis buku,"['model', 'tulis', 'buku']",2
2025-05-06 08:25:35,propaganda kerjaanya,"['propaganda', 'kerjaanya']",2
2025-05-06 08:23:53,hebat lebi hebat profesor janji janji maju niat maju cerdas hidup hebat ribet administrasi guru webiner asesmen,"['hebat', 'lebi', 'hebat', 'profesor', 'janji', 'janji', 'maju', 'niat', 'maju', 'cerdas', 'hidup', 'hebat', 'ribet', 'administrasi', 'guru', 'webiner', 'asesmen']",1
2025-05-06 08:22:31,tawur tangkap kantor polisiapa tindak arah pola,"['tawur', 'tangkap', 'kantor', 'polisiapa', 'tindak', 'arah', 'pola']",2
2025-05-06 08:19:57,tindak bagus mudahmalah muncul tunggu selesai,"['tindak', 'bagus', 'mudahmalah', 'muncul', 'tunggu', 'selesai']",1
2025-05-06 07:46:36,udahlah muka sindir korupsi preman sindir,"['udahlah', 'muka', 'sindir', 'korupsi', 'preman', 'sindir']",3
2025-05-06 07:43:37,ijin bos dasar,"['ijin', 'bos', 'dasar']",1
2025-05-06 07:41:45,,[],1
2025-05-06 07:36:38,prinsip utara akar rumput birokrasi assesment usul msih anggap efek kejut pmerintah evaluasi saran utara pakar cerna regulasi lbih,"['prinsip', 'utara', 'akar', 'rumput', 'birokrasi', 'assesment', 'usul', 'msih', 'anggap', 'efek', 'kejut', 'pmerintah', 'evaluasi', 'saran', 'utara', 'pakar', 'cerna', 'regulasi', 'lbih']",1
2025-05-06 07:31:24,manfaat bodoh narasi asumsi berisik ganggu nahdatul ulama,"['manfaat', 'bodoh', 'narasi', 'asumsi', 'berisik', 'ganggu', 'nahdatul', 'ulama']",2
2025-05-06 07:28:08,maju,['maju'],1
2025-05-06 07:26:42,maju pelosok negeri pelosok sumatera utara update berita youtube,"['maju', 'pelosok', 'negeri', 'pelosok', 'sumatera', 'utara', 'update', 'berita', 'youtube']",1
2025-05-06 07:22:57,tertawa kemarin z tertawa,"['tertawa', 'kemarin', 'z', 'tertawa']",2
2025-05-06 07:22:25,langkah beliau tindak langkah antisipasi jerumus buruk bangga haru,"['langkah', 'beliau', 'tindak', 'langkah', 'antisipasi', 'jerumus', 'buruk', 'bangga', 'haru']",1
2025-05-06 07:20:06,bagus latih jiwa badan kuat semangat hidup arah,"['bagus', 'latih', 'jiwa', 'badan', 'kuat', 'semangat', 'hidup', 'arah']",1
2025-05-06 07:16:50,latih displin sebentar hilang setujuitu,"['latih', 'displin', 'sebentar', 'hilang', 'setujuitu']",1
2025-05-06 07:13:40,negeri lingkung tembak massal ameriika,"['negeri', 'lingkung', 'tembak', 'massal', 'ameriika']",2
2025-05-06 07:11:00,dasar cocok susah thailand cocok militertrus kuat mudah pengaruh lingkung rusak lingkung,"['dasar', 'cocok', 'susah', 'thailand', 'cocok', 'militertrus', 'kuat', 'mudah', 'pengaruh', 'lingkung', 'rusak', 'lingkung']",1
2025-05-06 07:08:52,sumpah berani adu pakar realita percaya bnaget percaya gelar duduk doank laku,"['sumpah', 'berani', 'adu', 'pakar', 'realita', 'percaya', 'bnaget', 'percaya', 'gelar', 'duduk', 'doank', 'laku']",2
2025-05-06 07:00:38,vs persen menang total,"['vs', 'persen', 'menang', 'total']",2
2025-05-06 06:59:28,sepenuh hati mantap dengar maju bijak,"['sepenuh', 'hati', 'mantap', 'dengar', 'maju', 'bijak']",1
2025-05-06 06:58:07,plooooook,['plooooook'],2
2025-05-06 06:54:49,,[],2
2025-05-06 06:54:42,terap wenang cakap praktek nolhanya visi misi positip gembleng kontra iri,"['terap', 'wenang', 'cakap', 'praktek', 'nolhanya', 'visi', 'misi', 'positip', 'gembleng', 'kontra', 'iri']",1
2025-05-06 06:54:40,geng motor wajah preman,"['geng', 'motor', 'wajah', 'preman']",2
2025-05-06 06:51:21,teliti arah arah amin,"['teliti', 'arah', 'arah', 'amin']",1
2025-05-06 06:51:12,dar sd inovasi kasih realisasi omonkelamaaan,"['dar', 'sd', 'inovasi', 'kasih', 'realisasi', 'omonkelamaaan']",2
2025-05-06 06:49:10,hilang geng motor geng motor,"['hilang', 'geng', 'motor', 'geng', 'motor']",3
2025-05-06 06:44:51,cerdas provinsi smk protes senang sejutu putus,"['cerdas', 'provinsi', 'smk', 'protes', 'senang', 'sejutu', 'putus']",1
2025-05-06 06:43:55,,[],3
2025-05-06 06:42:46,pondok pesantren baca al quran,"['pondok', 'pesantren', 'baca', 'al', 'quran']",3
2025-05-06 06:41:08,kemarin tindak paham jalur danpak harap palsu,"['kemarin', 'tindak', 'paham', 'jalur', 'danpak', 'harap', 'palsu']",2
2025-05-06 06:40:49,,[],2
2025-05-06 06:38:19,pinter,['pinter'],2
2025-05-06 06:35:52,gamal,['gamal'],2
2025-05-06 06:34:12,latih,['latih'],1
2025-05-06 06:31:58,protes maaf suka main korban gilir peduli ribut kasih ngritik,"['protes', 'maaf', 'suka', 'main', 'korban', 'gilir', 'peduli', 'ribut', 'kasih', 'ngritik']",2
2025-05-06 06:31:12,politik tok pret,"['politik', 'tok', 'pret']",2
2025-05-06 06:26:46,,[],1
2025-05-06 06:25:13,mikirnya simpel negaranegara china logika gegabah alami teliti,"['mikirnya', 'simpel', 'negaranegara', 'china', 'logika', 'gegabah', 'alami', 'teliti']",1
2025-05-06 06:23:43,belat belit rumit sosok kreatif inovatif revolusioner visi misi profesional laku ragu ragu konsep adil giat mati,"['belat', 'belit', 'rumit', 'sosok', 'kreatif', 'inovatif', 'revolusioner', 'visi', 'misi', 'profesional', 'laku', 'ragu', 'ragu', 'konsep', 'adil', 'giat', 'mati']",1
2025-05-06 06:20:00,bijak kait nyah,"['bijak', 'kait', 'nyah']",2
